InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country
537412,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,9,1.44,12347,United Kingdom
537412,SKU_51010,LUNCH BAG PINK POLKADOT,3,7.74,12347,United Kingdom
537412,SKU_25782,WOODLAND CHARLOTTE BAG,11,12.81,12347,United Kingdom
537412,SKU_16078,CHARLOTTE BAG SUKI DESIGN,9,2.73,12347,United Kingdom
537413,SKU_29474,RETROSPOT GARDEN WATERING CAN,3,1.49,12348,United Kingdom
537413,SKU_93482,SWEETHEART CERAMIC TRINKET BOX,10,4.01,12348,United Kingdom
537413,SKU_44719,JUMBO BAG RED RETROSPOT,6,15.42,12348,United Kingdom
537413,SKU_26130,PAPER CHAIN KIT 50S CHRISTMAS,6,11.53,12348,United Kingdom
537413,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,2,12.8,12348,United Kingdom
537413,SKU_72894,DOORMAT KEEP CALM AND COME IN,12,10.59,12348,United Kingdom
537414,SKU_04128,MINI PAINT SET VINTAGE,3,5.18,12349,United Kingdom
537414,SKU_38659,ROSES REGENCY TEACUP AND SAUCER,7,14.58,12349,United Kingdom
537414,SKU_11920,HEART OF WICKER SMALL,9,5.9,12349,United Kingdom
537414,SKU_26130,PAPER CHAIN KIT 50S CHRISTMAS,6,6.77,12349,United Kingdom
537414,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.27,12349,United Kingdom
537415,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,1,7.27,12000,United Kingdom
537415,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,6,10.0,12000,United Kingdom
537415,SKU_32339,HEART OF WICKER LARGE,8,4.54,12000,United Kingdom
537415,SKU_11920,HEART OF WICKER SMALL,8,5.21,12000,United Kingdom
537416,SKU_85409,REGENCY TEAPOT,4,3.1,12001,United Kingdom
537416,SKU_38659,ROSES REGENCY TEACUP AND SAUCER,5,8.82,12001,United Kingdom
537416,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,2,6.13,12001,United Kingdom
537416,SKU_74486,REGENCY CAKESTAND 3 TIER,5,14.83,12001,United Kingdom
537416,SKU_65048,PINK REGENCY TEACUP AND SAUCER,3,13.05,12001,United Kingdom
537417,SKU_85409,REGENCY TEAPOT,8,9.29,12002,United Kingdom
537417,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,11,7.68,12002,United Kingdom
537417,SKU_74486,REGENCY CAKESTAND 3 TIER,7,13.98,12002,United Kingdom
537417,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,5,10.13,12002,United Kingdom
537417,SKU_65048,PINK REGENCY TEACUP AND SAUCER,6,7.56,12002,United Kingdom
537418,SKU_38752,ALARM CLOCK BAKELIKE GREEN,7,1.29,12003,United Kingdom
537418,SKU_09699,RECIPE BOX PANTRY DESIGN,1,9.16,12003,United Kingdom
537418,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,2,12.61,12003,United Kingdom
537418,SKU_26130,PAPER CHAIN KIT 50S CHRISTMAS,9,3.0,12003,United Kingdom
537418,SKU_10322,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,1.63,12003,United Kingdom
537418,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,12,12.54,12003,United Kingdom
537419,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,9,1.86,12004,United Kingdom
537419,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,1,8.62,12004,United Kingdom
537419,SKU_32339,HEART OF WICKER LARGE,12,10.8,12004,United Kingdom
537419,SKU_68307,CHARLOTTE BAG PINK POLKADOT,8,2.78,12004,United Kingdom
537420,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,1,7.83,12005,United Kingdom
537420,SKU_65048,PINK REGENCY TEACUP AND SAUCER,4,5.98,12005,United Kingdom
537420,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,1,12.84,12005,United Kingdom
537420,SKU_32339,HEART OF WICKER LARGE,5,6.4,12005,United Kingdom
537420,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,9,14.84,12005,United Kingdom
537421,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,6,8.83,12006,United Kingdom
537421,SKU_77748,STRAWBERRY CERAMIC TRINKET BOX,9,10.89,12006,United Kingdom
537421,SKU_09699,RECIPE BOX PANTRY DESIGN,8,7.32,12006,United Kingdom
537421,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,7,9.75,12006,United Kingdom
537422,SKU_55418,JUMBO BAG PINK POLKADOT,8,14.39,12007,United Kingdom
537422,SKU_09699,RECIPE BOX PANTRY DESIGN,7,13.93,12007,United Kingdom
537422,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,7,12.98,12007,United Kingdom
537422,SKU_20773,LUNCH BAG RED RETROSPOT,2,6.28,12007,United Kingdom
537423,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,1,1.71,12008,United Kingdom
537423,SKU_09699,RECIPE BOX PANTRY DESIGN,5,6.99,12008,United Kingdom
537424,SKU_38752,ALARM CLOCK BAKELIKE GREEN,12,9.27,12009,United Kingdom
537424,SKU_29474,RETROSPOT GARDEN WATERING CAN,12,13.48,12009,United Kingdom
537424,SKU_11920,HEART OF WICKER SMALL,11,11.17,12009,United Kingdom
537424,SKU_02417,ALARM CLOCK BAKELIKE PINK,10,1.29,12009,United Kingdom
537424,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,4,10.76,12009,United Kingdom
537424,SKU_03409,GARDENERS KNEELING PAD CUP OF TEA,12,2.19,12009,United Kingdom
537424,SKU_92886,ALARM CLOCK BAKELIKE RED,3,1.85,12009,United Kingdom
537424,SKU_65048,PINK REGENCY TEACUP AND SAUCER,10,9.93,12009,United Kingdom
537425,SKU_38752,ALARM CLOCK BAKELIKE GREEN,11,2.18,12010,United Kingdom
537425,SKU_02417,ALARM CLOCK BAKELIKE PINK,8,9.66,12010,United Kingdom
537425,SKU_92886,ALARM CLOCK BAKELIKE RED,11,2.96,12010,United Kingdom
537426,SKU_03409,GARDENERS KNEELING PAD CUP OF TEA,4,8.16,12011,United Kingdom
537426,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,1,8.16,12011,United Kingdom
537426,SKU_29474,RETROSPOT GARDEN WATERING CAN,10,5.04,12011,United Kingdom
537426,SKU_44719,JUMBO BAG RED RETROSPOT,4,13.09,12011,United Kingdom
537427,SKU_85409,REGENCY TEAPOT,3,1.62,12012,United Kingdom
537427,SKU_51010,LUNCH BAG PINK POLKADOT,8,1.98,12012,United Kingdom
537427,SKU_09699,RECIPE BOX PANTRY DESIGN,8,12.93,12012,United Kingdom
537427,SKU_13714,HAND WARMER BIRD NEST,9,13.28,12012,United Kingdom
537427,SKU_23059,PARTY BUNTING,2,2.52,12012,United Kingdom
537427,SKU_32339,HEART OF WICKER LARGE,1,13.23,12012,United Kingdom
537427,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,11,10.73,12012,United Kingdom
537428,SKU_04128,MINI PAINT SET VINTAGE,2,2.44,12013,United Kingdom
537428,SKU_29474,RETROSPOT GARDEN WATERING CAN,8,14.97,12013,United Kingdom
537428,SKU_44719,JUMBO BAG RED RETROSPOT,12,13.17,12013,United Kingdom
537428,SKU_02417,ALARM CLOCK BAKELIKE PINK,9,10.17,12013,United Kingdom
537428,SKU_92886,ALARM CLOCK BAKELIKE RED,5,14.47,12013,United Kingdom
537429,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,3,12.05,12014,United Kingdom
537429,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,8,14.74,12014,United Kingdom
537429,SKU_32339,HEART OF WICKER LARGE,6,8.69,12014,United Kingdom
537429,SKU_11920,HEART OF WICKER SMALL,12,14.46,12014,United Kingdom
537430,SKU_68307,CHARLOTTE BAG PINK POLKADOT,1,12.82,12015,United Kingdom
537430,SKU_25782,WOODLAND CHARLOTTE BAG,5,8.95,12015,United Kingdom
537430,SKU_16078,CHARLOTTE BAG SUKI DESIGN,7,8.01,12015,United Kingdom
537431,SKU_04128,MINI PAINT SET VINTAGE,5,12.53,12016,United Kingdom
537431,SKU_02417,ALARM CLOCK BAKELIKE PINK,10,10.8,12016,United Kingdom
537431,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,9,14.13,12016,United Kingdom
537431,SKU_32339,HEART OF WICKER LARGE,3,7.85,12016,United Kingdom
537431,SKU_13714,HAND WARMER BIRD NEST,7,9.49,12016,United Kingdom
537431,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,11,14.51,12016,United Kingdom
537432,SKU_65048,PINK REGENCY TEACUP AND SAUCER,5,14.14,12017,United Kingdom
537432,SKU_85409,REGENCY TEAPOT,2,12.51,12017,United Kingdom
537432,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,7,2.85,12017,United Kingdom
537432,SKU_74486,REGENCY CAKESTAND 3 TIER,7,1.88,12017,United Kingdom
537433,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,9,4.44,12018,United Kingdom
537433,SKU_22758,JUMBO BAG WOODLAND ANIMALS,12,6.63,12018,United Kingdom
537434,SKU_68307,CHARLOTTE BAG PINK POLKADOT,10,14.45,12019,United Kingdom
537434,SKU_25782,WOODLAND CHARLOTTE BAG,12,10.37,12019,United Kingdom
537434,SKU_16078,CHARLOTTE BAG SUKI DESIGN,10,6.61,12019,United Kingdom
537435,SKU_38752,ALARM CLOCK BAKELIKE GREEN,9,6.07,12020,United Kingdom
537435,SKU_38659,ROSES REGENCY TEACUP AND SAUCER,7,3.28,12020,United Kingdom
537435,SKU_44719,JUMBO BAG RED RETROSPOT,6,9.51,12020,United Kingdom
537435,SKU_02417,ALARM CLOCK BAKELIKE PINK,4,13.01,12020,United Kingdom
537435,SKU_92886,ALARM CLOCK BAKELIKE RED,7,5.17,12020,United Kingdom
537436,SKU_65048,PINK REGENCY TEACUP AND SAUCER,12,8.4,12021,United Kingdom
537436,SKU_85409,REGENCY TEAPOT,10,1.84,12021,United Kingdom
537436,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,7,3.21,12021,United Kingdom
537437,SKU_85409,REGENCY TEAPOT,7,1.56,12022,United Kingdom
537437,SKU_68307,CHARLOTTE BAG PINK POLKADOT,2,2.52,12022,United Kingdom
537437,SKU_25782,WOODLAND CHARLOTTE BAG,2,4.31,12022,United Kingdom
537438,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,4,11.43,12023,United Kingdom
537438,SKU_55418,JUMBO BAG PINK POLKADOT,2,4.57,12023,United Kingdom
537438,SKU_23059,PARTY BUNTING,8,11.51,12023,United Kingdom
537439,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,1,14.34,12024,United Kingdom
537440,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,12,1.56,12025,United Kingdom
537440,SKU_29474,RETROSPOT GARDEN WATERING CAN,3,6.38,12025,United Kingdom
537441,SKU_29474,RETROSPOT GARDEN WATERING CAN,5,5.15,12026,United Kingdom
537441,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,10,7.18,12026,United Kingdom
537441,SKU_06213,CHILLI LIGHTS,2,7.95,12026,United Kingdom
537441,SKU_09699,RECIPE BOX PANTRY DESIGN,12,8.15,12026,United Kingdom
537442,SKU_02417,ALARM CLOCK BAKELIKE PINK,7,7.83,12027,United Kingdom
537442,SKU_74486,REGENCY CAKESTAND 3 TIER,9,3.32,12027,United Kingdom
537442,SKU_49885,ASSORTED COLOUR BIRD ORNAMENT,5,2.38,12027,United Kingdom
537442,SKU_72894,DOORMAT KEEP CALM AND COME IN,5,7.15,12027,United Kingdom
537443,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,11,6.62,12028,United Kingdom
537443,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,5,9.03,12028,United Kingdom
537444,SKU_04128,MINI PAINT SET VINTAGE,1,2.83,12029,United Kingdom
537444,SKU_29474,RETROSPOT GARDEN WATERING CAN,10,3.17,12029,United Kingdom
537444,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,10,10.93,12029,United Kingdom
537444,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,1,13.29,12029,United Kingdom
537444,SKU_02417,ALARM CLOCK BAKELIKE PINK,8,15.42,12029,United Kingdom
537444,SKU_13714,HAND WARMER BIRD NEST,4,11.18,12029,United Kingdom
537444,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,7,13.92,12029,United Kingdom
537444,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,1,6.26,12029,United Kingdom
537445,SKU_06213,CHILLI LIGHTS,3,2.68,12030,United Kingdom
537445,SKU_26130,PAPER CHAIN KIT 50S CHRISTMAS,10,4.95,12030,United Kingdom
537445,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,6,9.79,12030,United Kingdom
537445,SKU_32339,HEART OF WICKER LARGE,7,8.17,12030,United Kingdom
537445,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,1,1.6,12030,United Kingdom
537446,SKU_38752,ALARM CLOCK BAKELIKE GREEN,8,7.1,12031,United Kingdom
537446,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,6,12.5,12031,United Kingdom
537446,SKU_02417,ALARM CLOCK BAKELIKE PINK,5,3.56,12031,United Kingdom
537446,SKU_68307,CHARLOTTE BAG PINK POLKADOT,5,5.74,12031,United Kingdom
537446,SKU_92886,ALARM CLOCK BAKELIKE RED,6,8.23,12031,United Kingdom
537447,SKU_02417,ALARM CLOCK BAKELIKE PINK,4,12.38,12032,United Kingdom
537447,SKU_29474,RETROSPOT GARDEN WATERING CAN,10,1.66,12032,United Kingdom
537447,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.71,12032,United Kingdom
537447,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,6,4.93,12032,United Kingdom
537448,SKU_10322,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,5.37,12033,United Kingdom
537448,SKU_77748,STRAWBERRY CERAMIC TRINKET BOX,2,6.9,12033,United Kingdom
537448,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,6,9.85,12033,United Kingdom
537449,SKU_38659,ROSES REGENCY TEACUP AND SAUCER,7,14.99,12034,United Kingdom
537449,SKU_11920,HEART OF WICKER SMALL,8,11.14,12034,United Kingdom
537449,SKU_25782,WOODLAND CHARLOTTE BAG,8,5.68,12034,United Kingdom
537449,SKU_92886,ALARM CLOCK BAKELIKE RED,3,12.13,12034,United Kingdom
537449,SKU_65048,PINK REGENCY TEACUP AND SAUCER,10,2.21,12034,United Kingdom
537450,SKU_09699,RECIPE BOX PANTRY DESIGN,9,12.61,12035,United Kingdom
537450,SKU_11920,HEART OF WICKER SMALL,11,6.78,12035,United Kingdom
537450,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,1,1.34,12035,United Kingdom
537450,SKU_32339,HEART OF WICKER LARGE,9,1.46,12035,United Kingdom
537450,SKU_13714,HAND WARMER BIRD NEST,8,9.64,12035,United Kingdom
537451,SKU_29474,RETROSPOT GARDEN WATERING CAN,5,7.61,12036,United Kingdom
537451,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,12,7.07,12036,United Kingdom
537451,SKU_32339,HEART OF WICKER LARGE,5,13.4,12036,United Kingdom
537451,SKU_74486,REGENCY CAKESTAND 3 TIER,11,12.82,12036,United Kingdom
537451,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,2,3.35,12036,United Kingdom
537452,SKU_55418,JUMBO BAG PINK POLKADOT,4,7.38,12037,United Kingdom
537452,SKU_68307,CHARLOTTE BAG PINK POLKADOT,12,9.64,12037,United Kingdom
537452,SKU_22758,JUMBO BAG WOODLAND ANIMALS,7,13.6,12037,United Kingdom
537453,SKU_16078,CHARLOTTE BAG SUKI DESIGN,5,14.76,12038,United Kingdom
537453,SKU_68307,CHARLOTTE BAG PINK POLKADOT,3,5.66,12038,United Kingdom
537453,SKU_25782,WOODLAND CHARLOTTE BAG,2,10.82,12038,United Kingdom
537454,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,1,1.7,12039,United Kingdom
537454,SKU_09699,RECIPE BOX PANTRY DESIGN,7,4.88,12039,United Kingdom
537454,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,11,6.49,12039,United Kingdom
537455,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,2,3.24,12040,United Kingdom
537455,SKU_26130,PAPER CHAIN KIT 50S CHRISTMAS,4,3.45,12040,United Kingdom
537456,SKU_68307,CHARLOTTE BAG PINK POLKADOT,8,7.5,12041,United Kingdom
537456,SKU_16078,CHARLOTTE BAG SUKI DESIGN,7,12.14,12041,United Kingdom
537456,SKU_25782,WOODLAND CHARLOTTE BAG,4,10.72,12041,United Kingdom
537457,SKU_51010,LUNCH BAG PINK POLKADOT,2,14.04,12042,United Kingdom
537457,SKU_20773,LUNCH BAG RED RETROSPOT,6,11.43,12042,United Kingdom
537457,SKU_22758,JUMBO BAG WOODLAND ANIMALS,11,8.99,12042,United Kingdom
537457,SKU_44719,JUMBO BAG RED RETROSPOT,2,9.9,12042,United Kingdom
537457,SKU_55418,JUMBO BAG PINK POLKADOT,7,14.96,12042,United Kingdom
537458,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,1,1.76,12043,United Kingdom
537458,SKU_44719,JUMBO BAG RED RETROSPOT,12,12.48,12043,United Kingdom
537458,SKU_02417,ALARM CLOCK BAKELIKE PINK,12,2.73,12043,United Kingdom
537458,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,2,11.44,12043,United Kingdom
537458,SKU_49885,ASSORTED COLOUR BIRD ORNAMENT,7,7.53,12043,United Kingdom
537459,SKU_85409,REGENCY TEAPOT,8,11.29,12044,United Kingdom
537459,SKU_29474,RETROSPOT GARDEN WATERING CAN,9,2.78,12044,United Kingdom
537459,SKU_51010,LUNCH BAG PINK POLKADOT,11,11.03,12044,United Kingdom
537459,SKU_10322,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,10.79,12044,United Kingdom
537459,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,4,10.42,12044,United Kingdom
537459,SKU_92886,ALARM CLOCK BAKELIKE RED,2,3.35,12044,United Kingdom
537460,SKU_29474,RETROSPOT GARDEN WATERING CAN,1,5.61,12045,United Kingdom
537460,SKU_44719,JUMBO BAG RED RETROSPOT,6,8.11,12045,United Kingdom
537460,SKU_03409,GARDENERS KNEELING PAD CUP OF TEA,12,3.14,12045,United Kingdom
537460,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,8,2.74,12045,United Kingdom
537460,SKU_23059,PARTY BUNTING,8,10.95,12045,United Kingdom
537460,SKU_72894,DOORMAT KEEP CALM AND COME IN,5,6.62,12045,United Kingdom
537461,SKU_11920,HEART OF WICKER SMALL,5,3.13,12046,United Kingdom
537461,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,4,13.1,12046,United Kingdom
537461,SKU_32339,HEART OF WICKER LARGE,11,4.48,12046,United Kingdom
537461,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,8,3.57,12046,United Kingdom
537462,SKU_51010,LUNCH BAG PINK POLKADOT,4,3.64,12047,United Kingdom
537462,SKU_29474,RETROSPOT GARDEN WATERING CAN,2,1.89,12047,United Kingdom
537462,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,2,1.46,12047,United Kingdom
537462,SKU_11920,HEART OF WICKER SMALL,4,3.75,12047,United Kingdom
537462,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,1,1.48,12047,United Kingdom
537462,SKU_65048,PINK REGENCY TEACUP AND SAUCER,12,8.69,12047,United Kingdom
537463,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,12,6.75,12048,United Kingdom
537463,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,1,9.06,12048,United Kingdom
537463,SKU_77748,STRAWBERRY CERAMIC TRINKET BOX,5,3.95,12048,United Kingdom
537463,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,7,12.61,12048,United Kingdom
537463,SKU_31997,DOLLY GIRL LUNCH BOX,5,2.13,12048,United Kingdom
537464,SKU_38752,ALARM CLOCK BAKELIKE GREEN,11,3.22,12049,United Kingdom
537464,SKU_06213,CHILLI LIGHTS,6,5.66,12049,United Kingdom
537464,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,10,5.76,12049,United Kingdom
537464,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,11,12.51,12049,United Kingdom
537464,SKU_92886,ALARM CLOCK BAKELIKE RED,1,1.3,12049,United Kingdom
537465,SKU_03409,GARDENERS KNEELING PAD CUP OF TEA,7,14.3,12050,United Kingdom
537466,SKU_38752,ALARM CLOCK BAKELIKE GREEN,2,5.97,12051,United Kingdom
537466,SKU_02417,ALARM CLOCK BAKELIKE PINK,12,1.91,12051,United Kingdom
537466,SKU_92886,ALARM CLOCK BAKELIKE RED,7,15.11,12051,United Kingdom
537467,SKU_93482,SWEETHEART CERAMIC TRINKET BOX,11,6.85,12052,United Kingdom
537467,SKU_77748,STRAWBERRY CERAMIC TRINKET BOX,6,5.51,12052,United Kingdom
537467,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,2,11.35,12052,United Kingdom
537468,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,8,1.85,12053,United Kingdom
537468,SKU_02417,ALARM CLOCK BAKELIKE PINK,10,1.46,12053,United Kingdom
537468,SKU_09699,RECIPE BOX PANTRY DESIGN,9,12.08,12053,United Kingdom
537468,SKU_89820,SET OF 3 CAKE TINS PANTRY DESIGN,7,7.23,12053,United Kingdom
537469,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,9,4.59,12054,United Kingdom
537469,SKU_29474,RETROSPOT GARDEN WATERING CAN,7,9.2,12054,United Kingdom
537469,SKU_16078,CHARLOTTE BAG SUKI DESIGN,9,14.04,12054,United Kingdom
537470,SKU_16078,CHARLOTTE BAG SUKI DESIGN,1,6.54,12055,United Kingdom
537470,SKU_68307,CHARLOTTE BAG PINK POLKADOT,10,7.36,12055,United Kingdom
537470,SKU_25782,WOODLAND CHARLOTTE BAG,6,7.71,12055,United Kingdom
537471,SKU_22758,JUMBO BAG WOODLAND ANIMALS,7,1.46,12056,United Kingdom
537471,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,2,9.13,12056,United Kingdom
537471,SKU_16078,CHARLOTTE BAG SUKI DESIGN,1,12.09,12056,United Kingdom
537471,SKU_80590,VICTORIAN GLASS HANGING T-LIGHT,10,6.5,12056,United Kingdom
537471,SKU_68307,CHARLOTTE BAG PINK POLKADOT,3,14.66,12056,United Kingdom
537471,SKU_25782,WOODLAND CHARLOTTE BAG,8,6.4,12056,United Kingdom
537471,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,9,5.73,12056,United Kingdom
537471,SKU_31997,DOLLY GIRL LUNCH BOX,2,7.81,12056,United Kingdom
537472,SKU_85409,REGENCY TEAPOT,2,8.97,12057,United Kingdom
537472,SKU_11920,HEART OF WICKER SMALL,11,9.11,12057,United Kingdom
537472,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,5,2.56,12057,United Kingdom
537472,SKU_32339,HEART OF WICKER LARGE,12,9.69,12057,United Kingdom
537472,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,3,7.46,12057,United Kingdom
537473,SKU_51010,LUNCH BAG PINK POLKADOT,12,11.67,12058,United Kingdom
537473,SKU_20773,LUNCH BAG RED RETROSPOT,5,14.31,12058,United Kingdom
537473,SKU_22758,JUMBO BAG WOODLAND ANIMALS,2,12.98,12058,United Kingdom
537473,SKU_44719,JUMBO BAG RED RETROSPOT,6,10.95,12058,United Kingdom
537473,SKU_55418,JUMBO BAG PINK POLKADOT,6,8.18,12058,United Kingdom
537474,SKU_38659,ROSES REGENCY TEACUP AND SAUCER,12,1.96,12059,United Kingdom
537474,SKU_13714,HAND WARMER BIRD NEST,11,6.94,12059,United Kingdom
537474,SKU_77748,STRAWBERRY CERAMIC TRINKET BOX,12,14.05,12059,United Kingdom
537474,SKU_74486,REGENCY CAKESTAND 3 TIER,7,5.17,12059,United Kingdom
537474,SKU_55418,JUMBO BAG PINK POLKADOT,1,7.8,12059,United Kingdom
537475,SKU_20773,LUNCH BAG RED RETROSPOT,6,13.9,12060,United Kingdom
537475,SKU_22758,JUMBO BAG WOODLAND ANIMALS,5,1.32,12060,United Kingdom
537475,SKU_87304,SPACEBOY LUNCH BOX,2,8.17,12060,United Kingdom
537475,SKU_44719,JUMBO BAG RED RETROSPOT,11,14.72,12060,United Kingdom
537475,SKU_55418,JUMBO BAG PINK POLKADOT,9,3.85,12060,United Kingdom
537476,SKU_25782,WOODLAND CHARLOTTE BAG,7,2.28,12061,United Kingdom
537476,SKU_16078,CHARLOTTE BAG SUKI DESIGN,9,14.42,12061,United Kingdom
537477,SKU_10696,VINTAGE HEADS AND HORNS WALL ART,2,2.91,12062,United Kingdom
537477,SKU_59570,GARDENERS KNEELING PAD KEEP CALM,6,15.14,12062,United Kingdom
537477,SKU_65048,PINK REGENCY TEACUP AND SAUCER,10,3.79,12062,United Kingdom
537478,SKU_11920,HEART OF WICKER SMALL,4,14.74,12063,United Kingdom
537478,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,8,2.01,12063,United Kingdom
537478,SKU_32339,HEART OF WICKER LARGE,10,3.19,12063,United Kingdom
537478,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,1,1.72,12063,United Kingdom
537478,SKU_15736,RED HANGING HEART T-LIGHT HOLDER,2,12.79,12063,United Kingdom
537479,SKU_65048,PINK REGENCY TEACUP AND SAUCER,5,9.26,12064,United Kingdom
537479,SKU_94290,GREEN REGENCY TEACUP AND SAUCER,6,11.21,12064,United Kingdom
537479,SKU_29474,RETROSPOT GARDEN WATERING CAN,4,12.8,12064,United Kingdom
537479,SKU_06213,CHILLI LIGHTS,3,12.61,12064,United Kingdom
537480,SKU_93482,SWEETHEART CERAMIC TRINKET BOX,3,9.73,12065,United Kingdom
537480,SKU_64311,CERAMIC STRAWBERRY CAKE STAND,5,14.88,12065,United Kingdom
537481,SKU_53682,WHITE HANGING HEART T-LIGHT HOLDER,10,12.55,12066,United Kingdom
537482,SKU_51010,LUNCH BAG PINK POLKADOT,12,12.27,12067,United Kingdom
537482,SKU_20773,LUNCH BAG RED RETROSPOT,1,4.92,12067,United Kingdom
537482,SKU_22758,JUMBO BAG WOODLAND ANIMALS,1,3.44,12067,United Kingdom
537482,SKU_44719,JUMBO BAG RED RETROSPOT,9,10.71,12067,United Kingdom
537482,SKU_55418,JUMBO BAG PINK POLKADOT,7,4.41,12067,United Kingdom
537483,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,3,7.24,12068,United Kingdom
537483,SKU_68307,CHARLOTTE BAG PINK POLKADOT,1,7.03,12068,United Kingdom
537483,SKU_25782,WOODLAND CHARLOTTE BAG,5,15.2,12068,United Kingdom
537483,SKU_16078,CHARLOTTE BAG SUKI DESIGN,7,1.8,12068,United Kingdom
537484,SKU_86048,SET OF 6 SPICE TINS PANTRY DESIGN,5,14.52,12069,United Kingdom
537484,SKU_09699,RECIPE BOX PANTRY DESIGN,9,4.03,12069,United Kingdom
537485,SKU_51010,LUNCH BAG PINK POLKADOT,7,14.29,12070,United Kingdom
537485,SKU_55418,JUMBO BAG PINK POLKADOT,9,1.93,12070,United Kingdom
537485,SKU_20773,LUNCH BAG RED RETROSPOT,6,2.01,12070,United Kingdom
537485,SKU_22758,JUMBO BAG WOODLAND ANIMALS,8,14.46,12070,United Kingdom
